tenure,MonthlyCharges,TotalCharges,gender,PaymentMethod,Contract
4684,69,104.05,7262.0,Male,Bank transfer (automatic),One year
3105,26,49.15,1237.3,Male,Bank transfer (automatic),Month-to-month
3279,23,57.2,1423.35,Male,Credit card (automatic),One year
3720,42,54.55,2455.05,Female,Credit card (automatic),Month-to-month
4541,1,50.55,50.55,Female,Mailed check,Month-to-month
4965,6,47.95,305.1,Female,Electronic check,Month-to-month
4581,58,20.8,1212.25,Male,Mailed check,Two year
3871,3,101.55,298.35,Male,Bank transfer (automatic),Month-to-month
5020,41,19.85,810.45,Female,Mailed check,Two year
1186,58,61.05,3478.75,Female,Bank transfer (automatic),One year
3428,51,93.8,4750.95,Male,Bank transfer (automatic),Month-to-month
5004,64,111.15,6953.4,Female,Electronic check,Month-to-month
3866,19,25.6,485.9,Female,Mailed check,Two year
6827,60,79.05,4663.4,Male,Credit card (automatic),Month-to-month
5349,69,114.35,7665.8,Male,Bank transfer (automatic),Two year
6888,3,80.7,239.45,Female,Electronic check,Month-to-month
151,7,95.0,655.5,Male,Mailed check,Month-to-month
1858,19,73.2,1441.1,Female,Electronic check,Month-to-month
2464,1,77.15,77.15,Female,Electronic check,Month-to-month
1033,62,23.65,1416.75,Female,Bank transfer (automatic),Two year
1383,1,49.95,49.95,Female,Bank transfer (automatic),Month-to-month
915,1,73.55,73.55,Male,Electronic check,Month-to-month
1305,28,59.55,1646.45,Female,Bank transfer (automatic),Month-to-month
6682,69,92.45,6460.55,Male,Mailed check,Two year
3098,30,79.65,2365.15,Male,Mailed check,Month-to-month
4983,40,39.3,1637.4,Female,Electronic check,Month-to-month
509,1,19.85,19.85,Female,Mailed check,Month-to-month
5894,45,100.85,4740.0,Male,Credit card (automatic),Month-to-month
5963,22,78.65,1663.75,Male,Mailed check,One year
6049,47,20.05,1016.7,Female,Credit card (automatic),Two year
2647,2,20.0,40.9,Female,Mailed check,Month-to-month
5799,13,35.1,446.1,Female,Electronic check,Month-to-month
6022,20,18.9,347.65,Female,Credit card (automatic),Month-to-month
748,48,19.25,855.1,Male,Mailed check,Two year
2304,67,100.9,6733.15,Male,Credit card (automatic),One year
4076,70,99.35,6944.5,Male,Credit card (automatic),Two year
5410,64,99.0,6375.8,Female,Bank transfer (automatic),Two year
1310,34,97.65,3207.55,Female,Electronic check,Month-to-month
1611,72,90.95,6468.6,Female,Bank transfer (automatic),Two year
6988,23,69.5,1652.1,Female,Credit card (automatic),Month-to-month
911,15,89.0,1288.3,Female,Credit card (automatic),Month-to-month
2673,22,101.35,2317.1,Male,Bank transfer (automatic),Month-to-month
2499,41,70.2,2894.55,Male,Mailed check,One year
3089,68,82.45,5646.6,Female,Credit card (automatic),Two year
5200,70,106.5,7397.0,Female,Electronic check,One year
5096,71,86.85,6263.8,Male,Bank transfer (automatic),Two year
2680,71,85.45,6029.9,Male,Bank transfer (automatic),Two year
2126,1,44.45,44.45,Male,Mailed check,Month-to-month
471,1,55.0,55.0,Male,Electronic check,Month-to-month
967,3,20.85,60.65,Male,Mailed check,Month-to-month
7013,40,93.4,3756.4,Female,Bank transfer (automatic),Month-to-month
4056,3,50.6,155.35,Female,Electronic check,Month-to-month
4602,67,26.1,1759.55,Female,Mailed check,Two year
5873,18,75.4,1380.4,Female,Electronic check,Month-to-month
6648,20,20.05,406.05,Female,Mailed check,Month-to-month
3815,3,74.25,210.3,Female,Electronic check,Month-to-month
896,71,116.1,8310.55,Male,Bank transfer (automatic),Two year
5329,25,34.0,853.0,Female,Bank transfer (automatic),Month-to-month
4284,32,90.95,2897.95,Female,Electronic check,Month-to-month
5785,46,20.2,917.45,Male,Mailed check,Two year
1773,68,19.35,1292.65,Female,Bank transfer (automatic),Two year
3307,48,79.65,3870.3,Female,Electronic check,Two year
251,2,70.4,147.15,Female,Electronic check,Month-to-month
1209,56,93.15,5253.95,Male,Electronic check,One year
2688,5,78.75,412.1,Male,Electronic check,Month-to-month
3885,3,74.95,212.4,Female,Electronic check,Month-to-month
2937,64,92.85,5980.75,Female,Electronic check,One year
3071,47,90.5,4318.35,Male,Mailed check,Two year
4605,63,67.25,4234.15,Male,Mailed check,Two year
1128,27,19.4,529.8,Male,Electronic check,Month-to-month
2890,47,70.55,3309.25,Female,Bank transfer (automatic),Month-to-month
4479,59,24.45,1493.1,Female,Electronic check,Two year
1593,4,18.85,84.2,Male,Mailed check,Month-to-month
2603,72,114.9,8496.7,Female,Electronic check,Two year
3607,13,55.15,742.9,Female,Mailed check,One year
57,66,108.45,7076.35,Male,Electronic check,One year
1699,42,20.65,958.1,Female,Mailed check,One year
1322,10,19.95,187.75,Female,Bank transfer (automatic),Month-to-month
176,15,74.45,1145.7,Female,Mailed check,Month-to-month
3182,45,95.2,4285.8,Female,Credit card (automatic),Two year
6116,48,73.85,3581.4,Female,Bank transfer (automatic),One year
2995,1,25.25,25.25,Female,Bank transfer (automatic),Month-to-month
6997,27,76.1,2093.4,Female,Electronic check,Month-to-month
6155,5,19.35,126.05,Male,Mailed check,Month-to-month
292,23,86.8,1940.8,Male,Mailed check,One year
1142,11,75.2,775.3,Male,Credit card (automatic),Month-to-month
2328,35,102.05,3452.55,Female,Bank transfer (automatic),Month-to-month
3728,67,88.8,5903.15,Male,Bank transfer (automatic),One year
183,33,74.75,2453.3,Male,Credit card (automatic),One year
1170,72,114.0,8093.15,Male,Electronic check,Two year
4838,67,109.7,7344.45,Female,Credit card (automatic),One year
5649,33,20.05,669.45,Female,Mailed check,Month-to-month
5332,47,58.9,2813.05,Female,Mailed check,One year
5931,13,98.0,1237.85,Male,Electronic check,Month-to-month
5737,18,83.25,1611.15,Male,Electronic check,Month-to-month
3523,72,112.1,7965.95,Female,Credit card (automatic),Two year
1086,11,89.7,1047.7,Female,Bank transfer (automatic),Month-to-month
2781,7,44.4,265.8,Male,Electronic check,Month-to-month
4112,59,99.45,5623.7,Female,Bank transfer (automatic),Month-to-month
1172,32,100.4,3217.65,Female,Electronic check,Month-to-month
2470,67,25.25,1733.15,Female,Credit card (automatic),Two year
3661,51,87.55,4475.9,Female,Credit card (automatic),One year
2166,59,94.05,5483.9,Female,Electronic check,One year
5761,48,39.4,1978.65,Female,Mailed check,Two year
2133,1,70.55,70.55,Female,Electronic check,Month-to-month
7005,23,19.3,486.2,Male,Credit card (automatic),One year
4458,38,94.65,3624.3,Male,Electronic check,Month-to-month
4731,19,19.9,357.7,Male,Mailed check,One year
2589,3,76.05,231.8,Male,Electronic check,Month-to-month
4050,58,98.9,5780.7,Male,Electronic check,Month-to-month
2183,2,50.2,109.25,Male,Credit card (automatic),Month-to-month
3114,5,75.15,392.65,Male,Bank transfer (automatic),Month-to-month
1956,72,101.3,7261.25,Female,Bank transfer (automatic),Two year
613,44,109.8,4860.35,Female,Credit card (automatic),One year
3528,16,19.7,342.4,Male,Mailed check,Month-to-month
2944,12,50.95,605.75,Male,Bank transfer (automatic),Month-to-month
6878,6,89.5,573.3,Female,Electronic check,Month-to-month
3734,72,108.1,7774.05,Female,Bank transfer (automatic),Two year
1430,23,24.8,615.35,Female,Credit card (automatic),One year
4815,38,70.45,2597.6,Male,Bank transfer (automatic),One year
1876,47,95.2,4563.0,Male,Credit card (automatic),One year
1748,54,20.05,1102.4,Female,Credit card (automatic),Two year
6347,15,68.6,1108.6,Male,Bank transfer (automatic),Month-to-month
505,20,94.1,1782.4,Female,Electronic check,Month-to-month
415,16,73.25,1195.75,Female,Bank transfer (automatic),Month-to-month
6924,1,69.35,69.35,Male,Electronic check,Month-to-month
272,1,24.8,24.8,Male,Bank transfer (automatic),Month-to-month
2942,46,19.95,907.05,Male,Electronic check,Two year
1706,69,97.65,6743.55,Male,Credit card (automatic),Two year
5901,49,84.5,4254.85,Male,Electronic check,Month-to-month
4557,53,54.9,3045.75,Male,Credit card (automatic),One year
2807,7,19.45,136.75,Male,Mailed check,One year
6142,42,50.25,2203.65,Female,Electronic check,Month-to-month
5887,17,50.3,846.8,Male,Mailed check,Month-to-month
2441,2,81.5,162.55,Female,Mailed check,Month-to-month
106,72,104.15,7303.05,Female,Electronic check,One year
1344,28,20.5,563.05,Female,Mailed check,Month-to-month
6811,1,50.35,50.35,Male,Electronic check,Month-to-month
4651,15,86.2,1270.2,Female,Electronic check,Month-to-month
6722,67,107.05,7142.5,Female,Credit card (automatic),One year
3349,11,99.5,1056.95,Female,Electronic check,Month-to-month
2182,56,103.2,5873.75,Male,Electronic check,Two year
952,22,55.1,1253.15,Male,Mailed check,Month-to-month
5833,19,34.3,577.15,Male,Credit card (automatic),Month-to-month
2586,44,19.6,780.25,Female,Mailed check,Month-to-month
2417,10,35.75,389.8,Male,Electronic check,Month-to-month
1504,18,71.1,1247.75,Female,Electronic check,Month-to-month
4927,30,19.05,637.55,Male,Mailed check,Two year
7003,26,35.75,1022.5,Male,Electronic check,Month-to-month
3849,58,109.45,6144.55,Female,Bank transfer (automatic),Two year
6080,1,29.7,29.7,Male,Mailed check,Month-to-month
4812,9,66.25,620.55,Female,Mailed check,Month-to-month
1121,50,82.5,4179.1,Female,Credit card (automatic),One year
3819,46,30.75,1489.3,Male,Bank transfer (automatic),One year
5447,3,44.75,148.05,Female,Mailed check,Month-to-month
6782,11,51.1,531.15,Female,Electronic check,Month-to-month
1024,37,70.35,2552.9,Male,Mailed check,Month-to-month
5696,22,54.2,1152.7,Male,Electronic check,Month-to-month
4483,67,25.6,1784.9,Male,Credit card (automatic),Two year
5506,1,20.2,20.2,Male,Mailed check,Month-to-month
4252,19,56.1,1033.9,Female,Mailed check,Month-to-month
2795,9,74.55,622.9,Female,Electronic check,Month-to-month
416,70,98.7,6858.9,Male,Bank transfer (automatic),Two year
2827,1,50.15,50.15,Male,Mailed check,Month-to-month
4828,39,41.1,1597.05,Female,Bank transfer (automatic),Month-to-month
2629,2,70.7,140.7,Male,Credit card (automatic),Month-to-month
3341,49,43.8,2106.05,Female,Mailed check,Month-to-month
564,7,64.3,445.95,Male,Bank transfer (automatic),Month-to-month
1224,1,45.85,45.85,Male,Mailed check,Month-to-month
142,61,101.05,5971.25,Female,Bank transfer (automatic),Two year
3942,1,42.9,42.9,Male,Electronic check,Month-to-month
2271,40,91.55,3673.6,Female,Electronic check,Month-to-month
2531,71,24.45,1681.6,Female,Credit card (automatic),Two year
2004,24,89.85,2165.05,Male,Mailed check,Month-to-month
1194,14,50.45,765.45,Female,Electronic check,Month-to-month
6965,61,94.2,5895.45,Female,Credit card (automatic),Month-to-month
1756,44,74.85,3268.05,Female,Bank transfer (automatic),One year
497,70,19.8,1397.65,Female,Bank transfer (automatic),Two year
3477,18,74.15,1345.75,Female,Electronic check,Month-to-month
6885,12,73.75,871.4,Male,Credit card (automatic),Month-to-month
3315,66,107.35,7051.95,Male,Bank transfer (automatic),One year
721,61,20.55,1305.95,Male,Credit card (automatic),Two year
5118,42,85.9,3729.75,Female,Credit card (automatic),Month-to-month
3859,54,94.75,5121.75,Female,Bank transfer (automatic),One year
1496,3,20.25,61.45,Male,Electronic check,Month-to-month
6637,69,53.65,3804.4,Male,Credit card (automatic),One year
1520,3,19.6,55.25,Female,Mailed check,Month-to-month
4482,7,74.9,541.15,Female,Electronic check,Month-to-month
3770,57,19.9,1115.6,Female,Bank transfer (automatic),Two year
3006,14,74.95,1036.75,Male,Electronic check,Month-to-month
5891,11,41.6,470.6,Male,Electronic check,One year
5673,4,19.7,117.8,Male,Mailed check,One year
108,43,94.35,3921.3,Male,Mailed check,One year
1754,62,74.3,4698.05,Male,Credit card (automatic),One year
6741,12,96.0,1062.1,Female,Electronic check,Month-to-month
1351,11,20.45,250.8,Male,Electronic check,Month-to-month
6110,19,59.8,1130.85,Female,Mailed check,Month-to-month
4888,44,106.05,4510.8,Male,Electronic check,One year
5708,11,78.1,864.85,Female,Credit card (automatic),Month-to-month
1973,72,80.8,5728.55,Male,Electronic check,Two year
336,43,104.6,4759.85,Female,Electronic check,Two year
4941,3,19.8,58.15,Male,Mailed check,Month-to-month
6201,5,80.7,374.8,Female,Electronic check,Month-to-month
3139,2,29.85,75.6,Male,Bank transfer (automatic),Month-to-month
5614,68,85.5,5696.6,Male,Bank transfer (automatic),One year
724,33,94.5,3105.55,Male,Electronic check,Month-to-month
765,11,35.8,363.15,Female,Mailed check,Month-to-month
2997,69,89.95,6143.15,Male,Electronic check,Month-to-month
3783,66,105.2,6936.85,Female,Electronic check,Month-to-month
307,29,75.55,2054.4,Male,Mailed check,Two year
4034,8,44.65,369.15,Male,Bank transfer (automatic),Month-to-month
3039,72,64.45,4641.1,Male,Credit card (automatic),Two year
3846,8,45.45,411.75,Female,Electronic check,Month-to-month
5720,32,104.05,3416.85,Female,Credit card (automatic),One year
2550,56,20.05,1090.1,Female,Mailed check,Two year
6379,10,80.7,788.8,Male,Bank transfer (automatic),Month-to-month
1791,44,61.5,2722.2,Female,Mailed check,One year
3245,23,83.8,1900.25,Female,Electronic check,Month-to-month
2842,4,48.25,202.25,Female,Mailed check,Month-to-month
5729,36,51.05,1815.0,Female,Credit card (automatic),Month-to-month
2053,47,83.35,4065.0,Male,Bank transfer (automatic),Month-to-month
2398,2,30.25,63.75,Female,Mailed check,Month-to-month
71,52,20.4,1090.65,Female,Electronic check,One year
4903,5,90.8,455.5,Female,Electronic check,Month-to-month
3210,64,65.8,4068.0,Female,Mailed check,One year
1260,2,50.3,92.75,Male,Mailed check,Month-to-month
1666,8,20.25,174.65,Female,Mailed check,Two year
5522,1,70.15,70.15,Female,Mailed check,Month-to-month
6377,1,44.65,44.65,Male,Mailed check,Month-to-month
5500,60,60.5,3694.45,Male,Bank transfer (automatic),Two year
2392,20,90.7,1781.35,Male,Credit card (automatic),Month-to-month
6705,22,51.1,1232.9,Male,Electronic check,Month-to-month
1695,54,70.7,3770.0,Male,Electronic check,One year
1095,1,80.55,80.55,Male,Electronic check,Month-to-month
3889,13,19.3,259.65,Male,Credit card (automatic),One year
3667,24,96.55,2263.45,Female,Electronic check,Two year
2902,6,74.1,450.9,Female,Electronic check,Month-to-month
1630,38,102.6,4009.2,Male,Electronic check,Month-to-month
4294,12,85.15,979.05,Female,Credit card (automatic),One year
1881,26,44.65,1156.55,Male,Bank transfer (automatic),Month-to-month
4710,6,40.55,217.5,Female,Mailed check,Two year
1612,67,87.4,5918.8,Male,Electronic check,One year
978,62,103.75,6383.35,Male,Electronic check,One year
6252,50,39.45,2021.35,Male,Credit card (automatic),Month-to-month
4993,72,65.65,4664.5,Male,Bank transfer (automatic),Two year
2578,31,98.9,2911.3,Female,Electronic check,Month-to-month
848,72,92.0,6782.15,Male,Credit card (automatic),Two year
2916,51,44.45,2181.55,Male,Credit card (automatic),Month-to-month
4010,1,20.4,20.4,Female,Mailed check,Month-to-month
3912,60,115.25,6758.45,Female,Credit card (automatic),Two year
2154,24,19.75,498.1,Female,Mailed check,Two year
47,2,80.65,144.15,Female,Electronic check,Month-to-month
3303,4,77.95,305.55,Female,Bank transfer (automatic),Month-to-month
1350,67,65.65,4322.85,Female,Mailed check,Two year
5321,69,106.4,7251.9,Female,Credit card (automatic),One year
446,1,69.55,69.55,Female,Mailed check,Month-to-month
1743,67,24.85,1583.5,Male,Credit card (automatic),Two year
844,1,89.9,89.9,Male,Electronic check,Month-to-month
6138,67,83.85,5588.8,Male,Bank transfer (automatic),Month-to-month
2418,27,86.45,2401.05,Female,Bank transfer (automatic),Month-to-month
3742,41,106.5,4282.4,Female,Electronic check,Month-to-month
3535,64,109.2,6741.15,Male,Credit card (automatic),Two year
4081,1,69.6,69.6,Female,Electronic check,Month-to-month
1294,6,44.75,270.95,Male,Electronic check,Month-to-month
2972,72,65.25,4478.85,Male,Credit card (automatic),Two year
3834,57,70.1,3913.3,Female,Bank transfer (automatic),One year
6577,70,72.95,5265.55,Male,Bank transfer (automatic),Two year
5027,10,85.55,851.75,Male,Electronic check,Month-to-month
5553,1,55.7,55.7,Male,Mailed check,Month-to-month
1112,71,89.85,6293.45,Female,Mailed check,Two year
776,3,40.3,92.5,Female,Mailed check,Month-to-month
6655,63,24.2,1618.2,Female,Mailed check,Two year
2153,25,74.6,1797.75,Female,Electronic check,Month-to-month
4778,62,24.4,1413.0,Male,Mailed check,Two year
4796,55,94.75,5276.1,Female,Electronic check,One year
6742,52,79.2,4016.3,Male,Electronic check,Two year
4827,16,81.0,1312.15,Female,Electronic check,Month-to-month
3413,29,87.8,2621.75,Female,Credit card (automatic),Month-to-month
1851,2,35.1,68.75,Female,Electronic check,Month-to-month
1963,8,70.7,553.4,Male,Bank transfer (automatic),Month-to-month
2288,5,85.3,420.45,Female,Mailed check,Month-to-month
3933,9,19.7,180.7,Male,Credit card (automatic),Month-to-month
3007,32,74.4,2276.95,Female,Electronic check,Month-to-month
485,72,84.5,6130.85,Male,Credit card (automatic),Two year
2413,7,49.65,305.55,Male,Credit card (automatic),Two year
4680,18,58.4,964.9,Male,Credit card (automatic),Month-to-month
5394,48,105.1,5083.55,Female,Credit card (automatic),Month-to-month
30,71,96.35,6766.95,Female,Credit card (automatic),Two year
1879,1,70.05,70.05,Male,Electronic check,Month-to-month
2684,69,105.2,7386.05,Male,Bank transfer (automatic),One year
4727,60,20.5,1198.8,Male,Bank transfer (automatic),Two year
6509,1,25.05,25.05,Male,Electronic check,Month-to-month
4534,1,49.0,49.0,Male,Credit card (automatic),Month-to-month
4803,38,91.7,3479.05,Male,Bank transfer (automatic),Month-to-month
3298,4,20.05,83.3,Female,Mailed check,Month-to-month
636,31,99.45,3109.9,Male,Bank transfer (automatic),Two year
5543,14,78.85,1043.8,Female,Electronic check,Month-to-month
2375,71,109.7,7904.25,Female,Bank transfer (automatic),Two year
1083,2,80.95,171.15,Male,Electronic check,Month-to-month
861,64,93.4,5822.3,Male,Bank transfer (automatic),Two year
3195,9,80.55,653.9,Female,Electronic check,Month-to-month
903,56,105.6,6068.65,Female,Credit card (automatic),One year
2845,11,94.2,999.9,Female,Electronic check,Month-to-month
109,72,19.4,1363.25,Male,Credit card (automatic),Two year
6774,1,19.65,19.65,Female,Mailed check,Month-to-month
3751,60,109.45,6572.85,Male,Bank transfer (automatic),Month-to-month
3620,33,50.0,1750.85,Male,Electronic check,Month-to-month
2338,72,19.95,1322.85,Male,Bank transfer (automatic),Two year
5913,26,87.15,2274.1,Female,Credit card (automatic),One year
4538,3,85.8,272.2,Female,Electronic check,Month-to-month
4915,22,39.2,849.9,Female,Electronic check,Month-to-month
1831,22,63.55,1381.8,Female,Mailed check,Month-to-month
5576,1,53.55,53.55,Female,Mailed check,Month-to-month
782,27,54.75,1510.3,Male,Credit card (automatic),Month-to-month
6877,1,69.7,69.7,Female,Bank transfer (automatic),Month-to-month
3334,41,106.3,4443.45,Female,Electronic check,Month-to-month
6708,14,74.3,1096.25,Female,Electronic check,Month-to-month
2862,7,69.35,451.1,Male,Electronic check,Month-to-month
1825,32,54.2,1739.6,Female,Electronic check,Month-to-month
1094,41,68.5,2839.95,Male,Bank transfer (automatic),One year
4928,4,46.0,181.6,Female,Electronic check,Month-to-month
3109,56,25.95,1444.05,Male,Bank transfer (automatic),Two year
2619,33,110.45,3655.45,Female,Electronic check,Month-to-month
4262,2,66.4,94.55,Male,Bank transfer (automatic),Month-to-month
3980,28,105.7,2979.5,Male,Electronic check,Month-to-month
5436,1,54.5,54.5,Female,Electronic check,Month-to-month
1654,1,18.8,18.8,Male,Mailed check,One year
5860,2,70.0,153.05,Female,Bank transfer (automatic),Month-to-month
7041,4,74.4,306.6,Male,Mailed check,Month-to-month
4567,34,105.35,3540.65,Male,Electronic check,Month-to-month
3836,64,58.35,3756.45,Female,Bank transfer (automatic),One year
4570,7,18.95,130.55,Male,Mailed check,Month-to-month
6224,51,84.2,4299.75,Male,Bank transfer (automatic),One year
4385,21,20.35,422.7,Male,Mailed check,One year
6421,21,71.05,1524.85,Female,Credit card (automatic),Two year
2457,57,90.65,5199.8,Male,Electronic check,One year
3383,6,75.5,438.0,Male,Electronic check,Month-to-month
2588,8,49.4,408.25,Female,Electronic check,Month-to-month
1204,18,25.55,467.85,Male,Credit card (automatic),Month-to-month
2202,7,70.1,467.55,Male,Mailed check,Month-to-month
2648,35,59.6,2094.9,Male,Electronic check,Month-to-month
4655,32,74.75,2282.95,Female,Mailed check,One year
5425,30,100.45,3096.9,Female,Electronic check,Month-to-month
4674,26,50.35,1285.8,Male,Mailed check,One year
7004,38,95.1,3691.2,Male,Credit card (automatic),Month-to-month
1770,41,113.2,4689.5,Female,Electronic check,Month-to-month
829,34,44.85,1442.6,Male,Electronic check,Month-to-month
7031,55,60.0,3316.1,Male,Credit card (automatic),One year
6814,57,94.0,5438.95,Female,Credit card (automatic),Month-to-month
627,66,104.6,6819.45,Female,Credit card (automatic),One year
4125,43,86.1,3551.65,Male,Credit card (automatic),Month-to-month
925,32,76.3,2404.15,Female,Bank transfer (automatic),Month-to-month
295,1,20.25,20.25,Male,Mailed check,Month-to-month
1052,40,80.75,3208.65,Female,Mailed check,One year
3688,41,98.05,3990.6,Female,Bank transfer (automatic),Month-to-month
3563,30,90.5,2595.85,Male,Credit card (automatic),Month-to-month
2260,3,80.1,217.55,Female,Credit card (automatic),Month-to-month
944,54,104.1,5645.8,Female,Bank transfer (automatic),Month-to-month
5599,9,94.85,890.6,Male,Mailed check,Month-to-month
5839,7,75.4,533.05,Male,Electronic check,Month-to-month
12,58,100.35,5681.1,Male,Credit card (automatic),One year
1117,52,89.45,4577.75,Male,Credit card (automatic),Two year
6087,26,39.95,1023.75,Male,Bank transfer (automatic),One year
5369,34,20.35,673.2,Female,Mailed check,Month-to-month
3903,53,80.6,4348.1,Male,Mailed check,Month-to-month
6452,15,87.75,1242.2,Male,Bank transfer (automatic),Month-to-month
1319,1,19.45,19.45,Male,Mailed check,Month-to-month
3947,5,55.8,300.4,Female,Credit card (automatic),Month-to-month
6883,34,105.35,3688.6,Female,Bank transfer (automatic),Month-to-month
6440,32,101.35,3334.9,Female,Electronic check,Month-to-month
3213,41,35.4,1412.4,Female,Credit card (automatic),One year
6263,25,54.2,1423.15,Female,Electronic check,One year
3252,17,62.1,1096.65,Male,Mailed check,One year
653,17,24.8,475.25,Female,Mailed check,Month-to-month
3992,70,84.7,5991.05,Female,Mailed check,Two year
6409,43,19.2,776.25,Male,Mailed check,One year
3982,71,24.35,1654.6,Male,Mailed check,Two year
2431,2,24.45,47.5,Male,Mailed check,Month-to-month
6870,49,74.6,3720.35,Male,Bank transfer (automatic),Month-to-month
5527,72,105.0,7578.05,Female,Credit card (automatic),One year
3706,26,84.3,2281.6,Male,Mailed check,Month-to-month
2423,18,20.1,407.05,Female,Mailed check,One year
6240,1,93.3,93.3,Male,Electronic check,Month-to-month
2804,9,24.1,259.8,Male,Bank transfer (automatic),One year
4881,28,76.55,2065.4,Male,Bank transfer (automatic),Month-to-month
570,60,19.25,1103.25,Female,Credit card (automatic),Two year
1448,23,20.85,473.9,Male,Electronic check,Month-to-month
4532,15,79.75,1111.85,Female,Electronic check,Month-to-month
6651,29,67.45,1801.1,Female,Mailed check,Month-to-month
1745,56,19.8,1119.9,Female,Credit card (automatic),Two year
3434,11,54.6,617.85,Female,Mailed check,One year
4420,27,69.35,1927.3,Male,Credit card (automatic),One year
287,1,70.0,70.0,Male,Electronic check,Month-to-month
1738,66,90.55,6130.95,Female,Bank transfer (automatic),One year
6345,2,56.55,118.25,Female,Credit card (automatic),Month-to-month
6213,19,20.15,387.7,Female,Mailed check,Two year
2664,62,94.95,5791.85,Male,Credit card (automatic),One year
3832,51,78.65,3950.85,Female,Credit card (automatic),One year
6092,72,94.25,6849.75,Female,Bank transfer (automatic),Two year
3424,10,89.5,863.1,Male,Electronic check,Month-to-month
5770,37,68.1,2479.25,Female,Credit card (automatic),One year
1684,35,50.15,1655.35,Female,Mailed check,Month-to-month
4578,10,60.95,629.55,Female,Mailed check,Month-to-month
1338,1,20.15,20.15,Male,Mailed check,Month-to-month
2952,26,20.25,493.95,Female,Credit card (automatic),Month-to-month
5776,72,82.3,5980.55,Male,Bank transfer (automatic),Two year
3135,38,99.55,3734.25,Female,Electronic check,Month-to-month
6821,18,99.85,1776.95,Female,Bank transfer (automatic),Month-to-month
2258,56,52.7,3019.7,Male,Mailed check,One year
4015,36,54.45,1893.5,Female,Mailed check,One year
4253,22,88.75,1885.15,Male,Electronic check,Month-to-month
3053,65,104.1,6700.05,Male,Bank transfer (automatic),Two year
2498,27,53.8,1389.85,Male,Electronic check,Month-to-month
5471,29,74.2,1993.25,Female,Electronic check,Month-to-month
1564,10,95.35,898.35,Male,Electronic check,Month-to-month
5372,50,104.95,5222.35,Female,Electronic check,Month-to-month
6957,9,86.25,770.5,Male,Electronic check,Month-to-month
5885,23,24.35,538.5,Male,Mailed check,One year
2185,24,54.75,1338.15,Male,Electronic check,Month-to-month
5519,1,55.7,55.7,Male,Mailed check,Month-to-month
1231,20,64.4,1398.6,Male,Credit card (automatic),Month-to-month
4418,58,60.3,3563.8,Male,Credit card (automatic),One year
1258,47,20.15,1046.2,Female,Mailed check,Two year
2254,72,93.05,6735.05,Male,Bank transfer (automatic),Two year
1951,14,50.2,668.85,Male,Credit card (automatic),Month-to-month
6543,62,54.75,3425.35,Female,Credit card (automatic),One year
113,37,76.5,2868.15,Female,Electronic check,Month-to-month
5976,29,34.3,1004.75,Male,Electronic check,Month-to-month
5149,62,19.2,1123.65,Female,Credit card (automatic),Two year
4813,46,99.8,4391.25,Female,Electronic check,Month-to-month
507,2,94.2,167.5,Male,Electronic check,Month-to-month
3545,50,95.7,4729.75,Female,Electronic check,Month-to-month
3807,24,104.65,2542.45,Male,Electronic check,Month-to-month
2932,55,113.6,6292.7,Male,Electronic check,Two year
2515,64,115.1,7334.05,Female,Bank transfer (automatic),Two year
3402,4,88.95,355.2,Female,Electronic check,Month-to-month
4099,6,29.45,161.45,Female,Bank transfer (automatic),Month-to-month
6623,1,76.45,76.45,Male,Electronic check,Month-to-month
350,37,62.8,2278.75,Male,Credit card (automatic),Two year
4147,71,24.85,1901.0,Male,Bank transfer (automatic),Two year
3542,29,55.35,1636.95,Male,Credit card (automatic),One year
3759,7,89.35,631.85,Male,Credit card (automatic),Month-to-month
1114,32,98.85,3145.9,Male,Credit card (automatic),Month-to-month
4958,59,94.75,5597.65,Female,Electronic check,Month-to-month
